Geschlecht,Alter,Kinder,Familienstand,Berufstaetig,Einkaufstag,Einkaufsuhrzeit,Wohnort,Haushaltsnettoeinkommen,Stammkunde,Einkaufssumme,Elektrowerkzeuge,Eisenwaren,Handwerkzeuge,Sanitaermaterial,Schliesstechnik,Fliesen,Farben,Armaturen,Renovierung,Elektromaterial,Baustoffe,Holz,Bodenbelag,Leuchten,Aktionsware
m,18-30,ja,Partnerschaft,ja,Freitag,10-12 Uhr,10 - 25 km,>4500,1 bis 5,202,0,2,18,0,0,0,0,0,0,48,0,0,0,63,0
w,18-30,ja,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,>4500,1 bis 5,437,0,14,15,28,0,51,0,0,174,0,135,36,0,0,0
m,18-30,nein,Partnerschaft,nein,Dienstag,>17 Uhr,10 - 25 km,>4500,> 5,617,0,18,0,0,33,0,0,0,28,132,0,0,68,0,264
w,>60,nein,Partnerschaft,nein,Dienstag,12-14 Uhr,< 10 km,1000-<2000,> 5,341,116,4,12,51,81,201,0,128,162,150,0,0,0,35,0
m,18-30,nein,ledig,nein,Dienstag,12-14 Uhr,< 10 km,1000-<2000,1 bis 5,145,0,4,12,25,40,39,0,0,0,0,0,36,0,10,0
w,>60,ja,Partnerschaft,ja,Samstag,12-14 Uhr,10 - 25 km,<1000,> 5,138,0,5,2,0,23,0,0,0,94,0,0,0,0,0,0
m,>60,ja,Partnerschaft,nein,Dienstag,12-14 Uhr,10 - 25 km,3200-<4500,0,128,0,5,1,0,6,0,92,0,0,1,0,0,0,0,0
m,18-30,ja,Partnerschaft,nein,Samstag,<10 Uhr,10 - 25 km,3200-<4500,> 5,527,92,6,6,30,8,61,0,0,0,84,106,22,0,0,174
m,18-30,nein,ledig,nein,Freitag,>17 Uhr,< 10 km,3200-<4500,> 5,198,0,12,7,0,123,0,0,0,0,0,0,0,0,0,160
w,51-60,nein,Partnerschaft,ja,Dienstag,<10 Uhr,< 10 km,<1000,> 5,242,0,8,27,0,0,0,0,0,0,0,0,12,0,0,222
m,51-60,ja,Partnerschaft,ja,Freitag,12-14 Uhr,10 - 25 km,2000-<3200,0,124,67,27,6,30,0,26,0,0,0,0,0,0,0,0,0
m,51-60,ja,Partnerschaft,ja,Freitag,>17 Uhr,< 10 km,1000-<2000,0,110,0,10,26,0,54,0,48,0,0,0,52,0,0,0,0
m,51-60,ja,Partnerschaft,nein,Samstag,14-17 Uhr,< 10 km,>4500,0,53,0,0,0,0,0,0,0,0,0,0,0,30,0,0,23
m,51-60,ja,ledig,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,> 5,106,0,0,0,42,0,97,0,202,64,0,0,0,0,0,0
m,>60,nein,Partnerschaft,ja,Samstag,10-12 Uhr,10 - 25 km,1000-<2000,0,594,0,21,0,69,0,93,0,213,66,72,0,18,0,30,375
m,18-30,nein,Partnerschaft,ja,Dienstag,10-12 Uhr,< 10 km,>4500,0,348,0,0,0,6,0,107,0,0,76,0,179,0,0,0,87
m,18-30,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,<1000,1 bis 5,396,210,10,12,0,58,0,0,0,0,0,140,36,0,0,0
m,>60,ja,Partnerschaft,ja,Freitag,<10 Uhr,< 10 km,<1000,> 5,769,72,10,13,0,0,0,0,0,106,138,0,0,0,38,288
m,31-40,nein,ledig,ja,Dienstag,10-12 Uhr,10 - 25 km,1000-<2000,> 5,457,0,0,24,0,0,0,0,143,0,0,188,102,0,0,0
w,18-30,nein,ledig,ja,Dienstag,>17 Uhr,10 - 25 km,<1000,> 5,463,0,0,30,34,0,184,0,157,123,0,44,0,66,31,135
w,31-40,ja,ledig,ja,Samstag,>17 Uhr,< 10 km,2000-<3200,0,217,0,9,18,0,52,0,0,0,48,0,0,0,0,54,106
m,>60,nein,ledig,ja,Samstag,>17 Uhr,10 - 25 km,2000-<3200,> 5,367,116,0,0,75,0,267,0,94,34,0,0,0,0,0,142
m,31-40,ja,Partnerschaft,ja,Mittwoch,10-12 Uhr,10 - 25 km,>4500,1 bis 5,570,176,10,34,0,0,0,0,0,0,22,115,0,0,78,165
m,>60,ja,Partnerschaft,ja,Samstag,>17 Uhr,10 - 25 km,<1000,> 5,483,0,0,0,0,0,0,0,0,80,54,144,0,0,0,285
m,41-50,nein,Partnerschaft,ja,Montag,14-17 Uhr,< 10 km,<1000,1 bis 5,234,0,9,0,0,62,0,0,0,225,0,0,0,0,0,0
w,18-30,nein,ledig,nein,Dienstag,10-12 Uhr,> 25 km,3200-<4500,> 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w,>60,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,1 bis 5,876,62,5,24,0,22,0,0,0,0,0,510,0,0,26,273
w,>60,ja,Partnerschaft,ja,Samstag,>17 Uhr,10 - 25 km,2000-<3200,0,607,165,15,8,26,63,252,0,216,0,54,0,0,0,99,273
m,>60,ja,Partnerschaft,nein,Freitag,>17 Uhr,10 - 25 km,<1000,1 bis 5,257,0,5,0,50,9,189,0,0,0,0,157,0,0,0,0
w,31-40,ja,ledig,ja,Samstag,<10 Uhr,< 10 km,2000-<3200,0,367,142,0,54,0,0,0,0,0,0,0,0,0,0,0,171
m,31-40,nein,ledig,ja,Dienstag,>17 Uhr,10 - 25 km,<1000,> 5,107,0,2,0,45,82,96,0,396,14,9,0,0,0,57,51
m,31-40,ja,ledig,ja,Samstag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,315,0,6,20,0,30,0,120,0,0,0,0,102,0,0,87
w,18-30,ja,Partnerschaft,ja,Donnerstag,12-14 Uhr,10 - 25 km,2000-<3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m,18-30,nein,ledig,nein,Samstag,<10 Uhr,< 10 km,1000-<2000,1 bis 5,195,43,0,0,0,38,0,0,0,0,0,0,0,0,0,114
m,51-60,ja,ledig,ja,Donnerstag,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,176,117,0,0,0,0,0,0,0,0,0,44,15,0,0,0
m,18-30,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,1 bis 5,168,0,14,0,0,0,0,0,0,12,126,0,0,0,62,0
w,31-40,nein,Partnerschaft,ja,Samstag,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,223,69,4,12,0,0,0,0,0,0,0,150,0,0,0,0
w,31-40,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,1 bis 5,195,0,0,0,41,0,240,0,0,0,0,130,24,0,0,0
w,18-30,ja,Partnerschaft,nein,Freitag,14-17 Uhr,< 10 km,1000-<2000,0,73,0,0,20,39,0,93,0,0,0,0,0,14,0,0,0
m,41-50,nein,ledig,ja,Mittwoch,<10 Uhr,< 10 km,3200-<4500,0,238,0,0,0,0,0,0,0,0,0,0,0,78,160,0,0
m,18-30,nein,Partnerschaft,ja,Dienstag,10-12 Uhr,10 - 25 km,1000-<2000,> 5,320,0,11,8,0,80,0,0,0,144,0,0,0,0,0,165
w,41-50,nein,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,2000-<3200,> 5,701,0,4,33,0,87,0,0,0,0,0,214,0,324,8,106
m,>60,ja,ledig,ja,Samstag,>17 Uhr,10 - 25 km,1000-<2000,> 5,855,192,6,0,5,64,52,0,184,204,0,100,0,0,0,348
w,51-60,nein,Partnerschaft,ja,Samstag,<10 Uhr,10 - 25 km,1000-<2000,> 5,173,0,0,0,31,0,0,0,23,35,0,107,0,0,0,0
w,51-60,ja,Partnerschaft,ja,Montag,10-12 Uhr,< 10 km,1000-<2000,0,489,69,0,0,0,12,0,0,0,0,0,408,0,0,0,0
m,>60,nein,Partnerschaft,nein,Donnerstag,>17 Uhr,10 - 25 km,3200-<4500,1 bis 5,156,0,9,12,0,63,0,0,0,210,27,0,15,0,41,105
m,31-40,nein,ledig,nein,Montag,12-14 Uhr,10 - 25 km,<1000,> 5,349,0,0,0,52,36,132,135,0,126,0,0,0,0,0,0
m,>60,nein,Partnerschaft,nein,Samstag,10-12 Uhr,< 10 km,2000-<3200,> 5,504,174,21,12,16,26,26,0,0,135,11,0,0,0,0,0
w,41-50,ja,ledig,ja,Freitag,12-14 Uhr,10 - 25 km,2000-<3200,> 5,241,0,10,26,102,10,0,0,0,321,96,0,33,0,0,0
m,51-60,ja,ledig,ja,Montag,10-12 Uhr,< 10 km,1000-<2000,> 5,386,0,12,0,126,41,124,0,168,0,0,228,0,0,20,0
m,41-50,nein,ledig,ja,Donnerstag,10-12 Uhr,> 25 km,2000-<3200,0,844,288,4,0,0,42,116,0,0,38,0,6,0,0,0,372
w,51-60,nein,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,> 5,135,40,2,10,93,0,0,0,219,0,0,0,0,0,0,0
w,51-60,nein,ledig,ja,Montag,10-12 Uhr,10 - 25 km,3200-<4500,> 5,537,0,0,0,0,0,0,0,0,0,36,0,0,0,66,441
m,31-40,nein,ledig,ja,Freitag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,259,70,6,10,0,48,0,0,0,182,141,0,42,0,54,0
m,>60,ja,ledig,ja,Donnerstag,14-17 Uhr,10 - 25 km,3200-<4500,1 bis 5,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
m,18-30,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,10 - 25 km,>4500,> 5,492,0,0,0,174,0,0,0,0,68,150,0,0,0,5,168
m,41-50,nein,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,<1000,1 bis 5,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
m,>60,ja,Partnerschaft,ja,Dienstag,14-17 Uhr,< 10 km,1000-<2000,0,242,0,12,14,13,54,0,0,42,0,0,0,0,152,0,0
m,31-40,ja,ledig,ja,Donnerstag,<10 Uhr,> 25 km,2000-<3200,0,78,0,8,7,0,16,0,0,0,0,0,0,0,0,0,70
m,>60,ja,Partnerschaft,nein,Montag,>17 Uhr,10 - 25 km,3200-<4500,> 5,781,0,10,0,132,78,0,0,192,96,117,408,0,0,0,0
m,>60,ja,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,2000-<3200,> 5,375,0,0,0,0,22,0,0,0,81,0,272,0,0,0,0
m,>60,ja,ledig,nein,Freitag,12-14 Uhr,< 10 km,1000-<2000,> 5,194,0,0,10,26,0,264,0,219,0,0,0,0,0,0,158
m,51-60,nein,ledig,ja,Samstag,12-14 Uhr,< 10 km,3200-<4500,> 5,535,0,6,33,132,56,105,0,195,0,0,198,14,0,0,158
w,51-60,ja,Partnerschaft,nein,Samstag,>17 Uhr,10 - 25 km,<1000,> 5,207,0,0,0,0,0,0,0,0,177,0,0,30,0,0,0
m,51-60,ja,ledig,ja,Dienstag,>17 Uhr,10 - 25 km,2000-<3200,0,21,0,21,13,0,105,0,0,0,0,0,0,0,0,0,0
m,51-60,nein,Partnerschaft,nein,Samstag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,765,267,12,30,0,0,0,33,0,183,0,228,42,0,0,0
m,31-40,nein,ledig,ja,Freitag,10-12 Uhr,10 - 25 km,1000-<2000,1 bis 5,101,0,10,12,0,93,0,0,0,0,88,0,3,0,27,0
w,18-30,nein,ledig,ja,Montag,12-14 Uhr,10 - 25 km,1000-<2000,> 5,458,0,4,0,0,48,270,0,0,276,22,80,70,0,0,0
m,>60,ja,ledig,ja,Dienstag,10-12 Uhr,< 10 km,1000-<2000,> 5,177,0,9,4,44,0,0,0,132,0,0,0,19,0,0,81
m,>60,ja,ledig,nein,Dienstag,10-12 Uhr,< 10 km,2000-<3200,1 bis 5,115,0,11,0,0,78,0,0,0,168,104,0,0,0,0,0
w,41-50,nein,ledig,ja,Dienstag,10-12 Uhr,< 10 km,1000-<2000,> 5,459,162,0,0,93,120,0,0,0,0,48,0,36,0,99,0
m,18-30,nein,Partnerschaft,nein,Freitag,12-14 Uhr,10 - 25 km,1000-<2000,> 5,464,0,2,20,96,45,76,0,0,213,0,114,0,0,0,0
w,41-50,ja,ledig,nein,Freitag,12-14 Uhr,< 10 km,1000-<2000,1 bis 5,345,0,0,0,38,19,64,0,94,129,0,0,18,0,0,141
w,18-30,nein,Partnerschaft,ja,Donnerstag,14-17 Uhr,< 10 km,2000-<3200,> 5,400,68,0,0,0,56,0,0,0,0,0,276,0,0,0,0
w,41-50,ja,Partnerschaft,ja,Freitag,10-12 Uhr,10 - 25 km,3200-<4500,> 5,168,0,0,0,156,0,162,0,0,0,12,0,0,0,87,0
m,51-60,nein,ledig,ja,Samstag,10-12 Uhr,< 10 km,<1000,1 bis 5,166,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0
m,18-30,nein,Partnerschaft,nein,Donnerstag,>17 Uhr,< 10 km,2000-<3200,> 5,51,0,0,10,41,0,267,0,246,0,0,0,0,0,0,0
m,51-60,ja,Partnerschaft,ja,Dienstag,<10 Uhr,< 10 km,1000-<2000,0,577,0,0,0,46,0,252,0,0,0,0,267,0,0,0,264
m,>60,ja,ledig,ja,Montag,10-12 Uhr,10 - 25 km,1000-<2000,0,210,0,0,0,126,0,375,0,96,24,0,0,60,0,0,0
m,18-30,ja,Partnerschaft,nein,Samstag,10-12 Uhr,10 - 25 km,2000-<3200,> 5,240,0,4,54,114,25,0,0,0,0,0,0,26,0,0,0
m,18-30,nein,ledig,ja,Donnerstag,12-14 Uhr,< 10 km,1000-<2000,> 5,585,0,0,15,0,0,0,0,0,0,174,304,0,0,6,50
m,41-50,nein,Partnerschaft,ja,Freitag,>17 Uhr,< 10 km,3200-<4500,1 bis 5,507,0,0,18,69,0,0,0,59,156,0,0,0,0,0,264
m,18-30,ja,Partnerschaft,nein,Montag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,515,0,3,3,54,42,345,0,0,92,0,93,69,0,0,204
m,18-30,nein,Partnerschaft,ja,Samstag,10-12 Uhr,< 10 km,2000-<3200,0,451,0,0,0,0,0,0,0,0,82,0,0,0,0,0,369
m,18-30,ja,Partnerschaft,ja,Dienstag,>17 Uhr,< 10 km,2000-<3200,> 5,274,72,12,0,58,27,108,0,0,0,0,0,40,0,0,92
m,31-40,ja,Partnerschaft,ja,Samstag,10-12 Uhr,< 10 km,1000-<2000,0,968,138,12,7,0,0,0,0,0,86,189,306,0,0,0,297
m,>60,ja,ledig,ja,Freitag,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,311,0,0,0,0,0,0,57,0,147,0,0,81,0,0,26
w,>60,ja,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,121,0,27,9,0,27,0,0,0,0,0,94,0,0,0,0
w,31-40,ja,ledig,ja,Montag,14-17 Uhr,< 10 km,3200-<4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w,>60,nein,Partnerschaft,nein,Freitag,10-12 Uhr,< 10 km,2000-<3200,0,463,219,2,46,36,23,99,0,101,0,0,138,0,0,0,42
w,41-50,ja,ledig,ja,Dienstag,<10 Uhr,< 10 km,>4500,> 5,370,0,0,0,0,0,0,0,0,114,0,0,32,0,0,224
w,>60,ja,Partnerschaft,ja,Montag,>17 Uhr,< 10 km,>4500,0,230,0,0,24,75,0,0,0,0,0,0,0,0,0,56,75
m,>60,nein,Partnerschaft,ja,Freitag,>17 Uhr,10 - 25 km,<1000,1 bis 5,539,114,0,0,0,0,0,0,0,0,129,0,0,188,49,108
m,18-30,nein,ledig,ja,Samstag,14-17 Uhr,< 10 km,>4500,> 5,595,0,10,0,0,0,0,0,0,0,27,210,56,0,87,276
m,18-30,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,>4500,> 5,858,0,21,34,0,0,111,0,0,177,0,474,0,0,0,0
m,18-30,nein,Partnerschaft,ja,Samstag,12-14 Uhr,< 10 km,1000-<2000,1 bis 5,412,0,12,10,43,0,90,0,152,124,120,0,24,0,0,213
w,>60,ja,ledig,ja,Dienstag,12-14 Uhr,10 - 25 km,2000-<3200,> 5,885,0,14,38,102,94,138,0,126,0,0,489,0,0,0,260
m,18-30,ja,Partnerschaft,nein,Montag,14-17 Uhr,< 10 km,1000-<2000,0,688,0,0,30,0,39,0,0,0,252,0,170,81,0,0,116
m,51-60,nein,Partnerschaft,ja,Dienstag,10-12 Uhr,< 10 km,2000-<3200,1 bis 5,533,0,15,28,0,34,156,0,0,44,32,0,0,0,51,330
w,41-50,nein,Partnerschaft,ja,Montag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,656,62,12,1,0,25,0,0,0,186,0,246,0,0,0,150
m,18-30,nein,ledig,nein,Freitag,<10 Uhr,< 10 km,3200-<4500,> 5,377,132,2,0,38,0,0,0,0,99,0,66,0,0,0,0
m,>60,ja,ledig,ja,Freitag,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,235,0,0,0,0,0,0,0,0,219,0,0,16,0,0,0
w,>60,nein,ledig,ja,Freitag,14-17 Uhr,> 25 km,<1000,1 bis 5,292,0,3,63,90,0,236,0,78,0,0,151,48,0,0,0
m,51-60,ja,ledig,nein,Dienstag,14-17 Uhr,< 10 km,2000-<3200,> 5,532,30,2,22,18,25,0,0,166,0,0,184,0,0,0,298
w,18-30,nein,ledig,ja,Dienstag,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,272,0,15,15,56,16,174,0,0,136,50,0,0,0,78,151
m,31-40,nein,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,<1000,> 5,506,0,0,45,35,0,231,0,68,12,0,138,54,0,0,222
m,>60,ja,ledig,nein,Donnerstag,>17 Uhr,10 - 25 km,2000-<3200,> 5,145,0,0,0,34,0,222,0,35,0,0,88,0,0,23,0
m,31-40,nein,Partnerschaft,nein,Samstag,>17 Uhr,< 10 km,1000-<2000,0,628,0,0,0,0,40,0,210,0,150,60,0,0,0,99,184
w,18-30,nein,ledig,ja,Montag,12-14 Uhr,< 10 km,>4500,1 bis 5,156,0,12,0,0,28,0,0,0,144,0,0,0,0,0,0
m,41-50,ja,ledig,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,0,202,0,5,0,29,0,0,0,96,0,0,168,0,0,0,0
w,41-50,nein,Partnerschaft,ja,Samstag,10-12 Uhr,< 10 km,3200-<4500,1 bis 5,148,0,0,0,0,0,0,0,0,0,0,0,0,60,0,88
m,>60,ja,ledig,ja,Samstag,>17 Uhr,10 - 25 km,1000-<2000,0,221,0,8,22,66,22,210,0,0,0,0,0,21,0,0,126
m,41-50,ja,ledig,ja,Samstag,>17 Uhr,> 25 km,2000-<3200,> 5,744,0,0,0,75,132,0,0,0,42,8,254,0,0,3,140
w,>60,nein,Partnerschaft,nein,Freitag,12-14 Uhr,< 10 km,2000-<3200,1 bis 5,384,0,0,36,0,0,0,0,0,0,0,348,0,0,0,0
m,>60,nein,ledig,ja,Freitag,>17 Uhr,< 10 km,3200-<4500,> 5,308,0,0,0,0,0,0,48,0,88,0,0,0,0,0,172
w,>60,nein,ledig,nein,Donnerstag,<10 Uhr,< 10 km,2000-<3200,0,342,0,0,0,0,0,0,0,0,0,42,66,0,0,35,0
w,18-30,ja,Partnerschaft,nein,Freitag,12-14 Uhr,< 10 km,2000-<3200,1 bis 5,209,0,5,0,0,66,0,0,0,0,0,204,0,0,0,0
m,>60,nein,Partnerschaft,ja,Dienstag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,668,0,6,10,0,0,148,0,0,106,138,279,0,0,0,0
w,41-50,nein,Partnerschaft,ja,Freitag,10-12 Uhr,< 10 km,>4500,1 bis 5,242,0,7,0,0,40,0,0,0,71,120,40,0,0,34,0
m,51-60,ja,Partnerschaft,ja,Samstag,>17 Uhr,10 - 25 km,1000-<2000,> 5,107,0,0,7,0,0,0,34,0,0,0,0,66,0,0,0
m,>60,ja,ledig,ja,Samstag,>17 Uhr,< 10 km,>4500,> 5,535,70,9,8,69,0,11,0,327,48,117,135,51,0,30,84
m,>60,ja,Partnerschaft,ja,Mittwoch,<10 Uhr,< 10 km,<1000,0,530,0,12,12,93,28,64,0,94,0,0,46,0,90,0,260
m,51-60,nein,ledig,ja,Dienstag,>17 Uhr,< 10 km,<1000,> 5,206,0,0,0,0,0,0,0,0,0,0,104,102,0,0,0
m,>60,nein,ledig,ja,Freitag,10-12 Uhr,10 - 25 km,3200-<4500,0,267,0,0,32,94,51,75,0,0,0,0,90,0,0,0,0
w,>60,ja,Partnerschaft,ja,Dienstag,12-14 Uhr,10 - 25 km,<1000,1 bis 5,156,0,12,30,0,9,0,0,0,0,0,0,36,0,0,108
m,31-40,nein,ledig,nein,Freitag,10-12 Uhr,10 - 25 km,3200-<4500,0,549,117,0,0,28,0,130,0,0,65,138,0,0,0,0,266
m,51-60,ja,ledig,nein,Dienstag,10-12 Uhr,10 - 25 km,<1000,0,40,0,21,0,0,60,0,0,0,0,0,0,19,0,0,0
m,31-40,ja,Partnerschaft,nein,Dienstag,14-17 Uhr,< 10 km,1000-<2000,1 bis 5,641,237,6,0,54,13,210,0,107,49,88,0,42,0,0,0
m,>60,nein,ledig,ja,Dienstag,12-14 Uhr,10 - 25 km,1000-<2000,1 bis 5,362,0,0,60,0,0,0,0,0,38,0,264,0,0,0,0
m,51-60,ja,Partnerschaft,ja,Montag,14-17 Uhr,10 - 25 km,2000-<3200,> 5,627,0,18,11,0,51,0,0,0,24,150,336,0,0,30,48
m,51-60,nein,Partnerschaft,ja,Dienstag,12-14 Uhr,> 25 km,1000-<2000,> 5,178,17,0,0,35,0,0,0,0,0,0,0,32,0,0,94
w,41-50,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,> 25 km,3200-<4500,> 5,173,0,10,9,15,25,126,0,0,84,40,0,108,0,84,0
w,31-40,nein,ledig,ja,Montag,<10 Uhr,10 - 25 km,2000-<3200,0,271,0,8,0,0,32,0,108,0,23,0,132,0,0,0,0
w,41-50,nein,Partnerschaft,ja,Montag,12-14 Uhr,10 - 25 km,<1000,0,962,0,10,48,51,72,210,0,165,40,52,280,81,0,0,144
m,18-30,ja,Partnerschaft,ja,Samstag,14-17 Uhr,> 25 km,<1000,> 5,426,0,4,6,0,48,0,0,204,270,70,122,0,0,90,0
m,31-40,ja,Partnerschaft,nein,Freitag,14-17 Uhr,< 10 km,1000-<2000,0,592,0,0,22,0,0,0,0,0,192,108,156,0,0,111,273
m,>60,nein,ledig,nein,Freitag,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,176,0,4,24,0,20,0,0,0,0,0,161,0,0,0,0
m,31-40,ja,ledig,ja,Mittwoch,14-17 Uhr,< 10 km,<1000,> 5,340,0,6,0,129,0,114,0,0,10,0,0,0,0,0,90
m,18-30,ja,Partnerschaft,ja,Donnerstag,12-14 Uhr,< 10 km,<1000,1 bis 5,44,0,0,4,0,0,0,0,0,0,0,0,0,0,0,40
w,>60,ja,ledig,nein,Samstag,10-12 Uhr,< 10 km,3200-<4500,0,506,90,21,18,0,32,0,16,0,62,61,318,0,0,1,0
m,18-30,nein,Partnerschaft,ja,Donnerstag,12-14 Uhr,< 10 km,1000-<2000,> 5,411,0,20,36,0,68,0,0,0,50,0,309,0,0,0,0
m,41-50,ja,ledig,ja,Freitag,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,343,0,12,11,0,0,0,0,0,0,0,292,0,0,0,0
m,41-50,ja,ledig,nein,Freitag,10-12 Uhr,< 10 km,1000-<2000,> 5,613,0,0,16,114,0,0,138,59,345,0,0,0,0,0,0
m,>60,ja,ledig,ja,Freitag,<10 Uhr,< 10 km,>4500,> 5,109,0,0,0,44,0,80,0,0,0,0,0,0,0,0,65
w,>60,ja,Partnerschaft,nein,Freitag,>17 Uhr,10 - 25 km,1000-<2000,> 5,489,0,30,0,69,27,114,0,0,9,21,119,0,0,18,92
m,18-30,ja,ledig,ja,Samstag,12-14 Uhr,< 10 km,3200-<4500,> 5,846,0,0,30,56,0,116,0,165,74,0,58,78,306,0,244
m,18-30,ja,ledig,nein,Samstag,10-12 Uhr,< 10 km,1000-<2000,> 5,192,0,4,3,0,81,0,0,0,0,0,75,0,0,30,74
w,31-40,ja,ledig,ja,Samstag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,436,0,0,0,56,0,16,48,0,90,148,0,4,0,60,0
m,31-40,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,10 - 25 km,2000-<3200,> 5,58,48,10,0,0,0,0,0,0,0,0,0,0,0,0,0
w,31-40,ja,Partnerschaft,nein,Mittwoch,>17 Uhr,< 10 km,2000-<3200,> 5,544,0,15,12,0,81,68,0,0,0,0,0,0,158,0,249
w,18-30,ja,ledig,nein,Dienstag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,463,66,0,0,129,0,0,0,243,70,0,34,0,0,0,164
m,18-30,ja,ledig,nein,Donnerstag,<10 Uhr,10 - 25 km,1000-<2000,> 5,652,44,0,0,44,0,0,0,0,135,0,0,0,0,0,429
m,18-30,ja,Partnerschaft,nein,Samstag,<10 Uhr,< 10 km,2000-<3200,1 bis 5,929,78,0,6,114,0,111,0,0,180,0,468,15,68,0,0
m,31-40,ja,ledig,nein,Samstag,>17 Uhr,< 10 km,2000-<3200,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
w,>60,nein,ledig,nein,Dienstag,>17 Uhr,> 25 km,2000-<3200,0,229,0,14,3,0,46,0,0,65,5,100,0,0,20,9,0
w,>60,ja,ledig,nein,Samstag,10-12 Uhr,< 10 km,3200-<4500,> 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w,>60,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,0,298,0,10,30,62,66,85,0,180,0,106,0,0,0,50,120
m,>60,ja,Partnerschaft,nein,Samstag,10-12 Uhr,< 10 km,2000-<3200,> 5,567,70,18,9,64,42,18,0,0,0,153,0,0,0,24,0
m,41-50,ja,Partnerschaft,ja,Donnerstag,>17 Uhr,> 25 km,1000-<2000,> 5,78,0,15,0,0,3,0,0,0,30,49,0,0,0,102,0
m,>60,nein,ledig,nein,Dienstag,<10 Uhr,10 - 25 km,<1000,1 bis 5,422,0,3,0,0,72,0,0,0,72,0,332,11,0,0,0
m,>60,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,0,419,0,8,14,6,111,0,0,0,165,102,0,27,0,0,266
m,31-40,nein,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,>4500,1 bis 5,638,0,0,36,0,0,0,0,0,0,0,134,0,0,0,468
w,>60,ja,ledig,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,> 5,246,0,12,39,0,0,0,0,0,0,0,207,12,0,0,0
w,18-30,nein,ledig,ja,Freitag,>17 Uhr,10 - 25 km,<1000,0,86,0,8,0,0,132,0,0,58,0,0,0,0,0,0,0
w,51-60,nein,Partnerschaft,ja,Samstag,>17 Uhr,10 - 25 km,3200-<4500,0,334,0,9,14,0,42,0,92,0,20,9,224,0,0,0,0
m,18-30,ja,ledig,ja,Freitag,<10 Uhr,10 - 25 km,1000-<2000,> 5,209,0,7,26,0,78,0,0,0,20,19,0,0,0,0,105
m,18-30,ja,Partnerschaft,ja,Donnerstag,<10 Uhr,10 - 25 km,<1000,> 5,439,0,15,0,32,40,225,0,0,21,159,68,0,0,0,0
m,41-50,nein,Partnerschaft,nein,Freitag,>17 Uhr,< 10 km,3200-<4500,1 bis 5,258,0,27,13,0,108,0,0,0,135,90,0,0,51,0,0
w,31-40,nein,Partnerschaft,ja,Freitag,>17 Uhr,10 - 25 km,>4500,1 bis 5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
m,18-30,ja,Partnerschaft,ja,Donnerstag,10-12 Uhr,10 - 25 km,1000-<2000,0,644,0,8,9,0,0,0,0,228,232,0,0,0,20,0,156
