Geschlecht,Alter,Kinder,Familienstand,Berufstaetig,Einkaufstag,Einkaufsuhrzeit,Wohnort,Haushaltsnettoeinkommen,Stammkunde,Einkaufssumme,Elektrowerkzeuge,Eisenwaren,Handwerkzeuge,Sanitaermaterial,Schliesstechnik,Fliesen,Farben,Armaturen,Renovierung,Elektromaterial,Baustoffe,Holz,Bodenbelag,Leuchten,Aktionsware
m,18-30,ja,ledig,nein,Samstag,<10 Uhr,10 - 25 km,1000-<2000,> 5,232,0,0,0,150,57,0,0,57,178,25,0,0,0,54,0
m,>60,nein,Partnerschaft,ja,Dienstag,<10 Uhr,10 - 25 km,1000-<2000,1 bis 5,397,0,0,7,0,0,0,0,0,29,0,0,78,55,40,188
m,>60,ja,Partnerschaft,ja,Samstag,>17 Uhr,10 - 25 km,3200-<4500,> 5,139,0,0,0,32,0,85,0,220,0,50,57,0,0,72,0
w,18-30,ja,Partnerschaft,nein,Samstag,<10 Uhr,10 - 25 km,1000-<2000,1 bis 5,314,0,8,0,0,98,0,0,0,64,0,0,44,198,0,0
m,41-50,nein,ledig,ja,Samstag,>17 Uhr,< 10 km,3200-<4500,> 5,144,0,18,20,0,0,0,0,0,6,29,0,21,0,17,76
m,18-30,ja,ledig,ja,Montag,14-17 Uhr,10 - 25 km,2000-<3200,> 5,55,0,18,0,10,0,0,0,26,0,27,0,0,0,126,0
m,41-50,nein,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,> 5,113,0,0,0,0,0,0,0,0,36,64,0,32,0,42,0
m,18-30,nein,ledig,nein,Montag,12-14 Uhr,< 10 km,2000-<3200,0,885,112,0,0,0,0,0,0,0,146,59,0,0,0,90,510
m,18-30,ja,Partnerschaft,nein,Dienstag,10-12 Uhr,< 10 km,<1000,1 bis 5,515,0,12,0,94,0,0,0,270,0,0,184,0,0,0,225
w,>60,nein,ledig,ja,Samstag,<10 Uhr,> 25 km,<1000,1 bis 5,436,0,0,0,0,0,0,0,0,0,0,150,42,244,0,0
w,>60,ja,ledig,ja,Mittwoch,14-17 Uhr,< 10 km,2000-<3200,1 bis 5,399,164,7,0,39,102,58,0,100,0,0,189,0,0,0,0
m,51-60,ja,ledig,nein,Dienstag,<10 Uhr,< 10 km,1000-<2000,> 5,54,0,15,0,39,26,51,0,66,0,0,0,0,0,0,0
m,18-30,ja,Partnerschaft,ja,Montag,12-14 Uhr,< 10 km,2000-<3200,1 bis 5,142,0,3,20,63,29,89,0,140,100,22,0,21,0,93,0
w,>60,nein,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,<1000,> 5,338,0,0,0,45,0,0,0,0,122,123,116,0,0,24,0
w,>60,ja,Partnerschaft,ja,Samstag,12-14 Uhr,< 10 km,2000-<3200,1 bis 5,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
w,51-60,nein,Partnerschaft,nein,Dienstag,12-14 Uhr,< 10 km,<1000,> 5,76,0,4,42,0,20,0,0,0,0,0,0,0,0,0,72
m,18-30,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,> 5,561,0,0,0,0,0,0,0,0,210,0,351,0,0,0,0
w,31-40,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,3200-<4500,> 5,796,0,0,0,0,58,0,0,0,43,96,95,69,0,0,348
w,18-30,nein,Partnerschaft,ja,Freitag,>17 Uhr,< 10 km,3200-<4500,> 5,577,0,18,8,42,60,369,0,75,66,32,84,0,166,36,48
w,41-50,nein,ledig,ja,Montag,14-17 Uhr,< 10 km,>4500,1 bis 5,18,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0
m,>60,ja,Partnerschaft,ja,Donnerstag,14-17 Uhr,< 10 km,3200-<4500,1 bis 5,360,0,18,0,17,31,0,0,55,285,54,102,36,0,33,133
w,18-30,ja,Partnerschaft,nein,Donnerstag,>17 Uhr,< 10 km,<1000,> 5,105,0,21,0,0,6,0,0,0,0,84,0,0,0,32,0
m,>60,nein,Partnerschaft,nein,Samstag,14-17 Uhr,< 10 km,2000-<3200,1 bis 5,40,0,14,0,26,21,330,0,0,0,0,0,0,0,0,0
w,41-50,ja,ledig,ja,Dienstag,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,374,0,6,30,0,20,0,0,0,0,0,261,0,96,0,0
w,>60,ja,ledig,ja,Freitag,14-17 Uhr,> 25 km,1000-<2000,1 bis 5,195,0,0,0,0,0,0,0,0,0,0,0,21,70,0,104
w,18-30,ja,Partnerschaft,ja,Mittwoch,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,311,0,0,21,138,0,0,0,0,152,0,0,0,0,0,0
m,>60,ja,ledig,ja,Mittwoch,>17 Uhr,< 10 km,<1000,> 5,577,0,12,11,33,0,134,0,0,55,59,0,0,0,28,342
w,18-30,ja,ledig,nein,Samstag,>17 Uhr,10 - 25 km,<1000,> 5,420,0,0,0,66,94,214,0,79,0,0,180,0,0,0,80
m,31-40,nein,ledig,nein,Samstag,10-12 Uhr,> 25 km,1000-<2000,0,512,0,0,0,102,129,0,0,0,19,108,0,0,0,25,0
w,41-50,nein,ledig,nein,Samstag,<10 Uhr,< 10 km,<1000,0,298,100,15,0,0,75,0,0,0,0,40,0,0,0,25,119
m,41-50,ja,ledig,nein,Freitag,12-14 Uhr,< 10 km,1000-<2000,> 5,585,234,0,0,10,46,70,0,0,0,0,232,0,0,0,63
m,41-50,ja,Partnerschaft,ja,Donnerstag,>17 Uhr,10 - 25 km,<1000,> 5,595,18,4,0,0,0,0,0,0,156,0,159,0,258,0,0
m,31-40,ja,Partnerschaft,nein,Freitag,12-14 Uhr,> 25 km,1000-<2000,1 bis 5,533,0,8,9,0,123,0,0,162,0,0,300,63,0,0,0
m,41-50,nein,ledig,ja,Freitag,>17 Uhr,< 10 km,>4500,0,310,0,0,27,39,0,258,0,252,82,108,112,0,0,31,0
m,18-30,nein,ledig,nein,Donnerstag,10-12 Uhr,> 25 km,2000-<3200,> 5,677,180,0,30,104,0,66,0,237,17,0,68,0,0,0,118
m,31-40,nein,ledig,ja,Dienstag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,163,0,0,0,42,0,0,0,0,56,26,0,7,0,93,88
m,41-50,ja,Partnerschaft,nein,Donnerstag,>17 Uhr,< 10 km,2000-<3200,> 5,426,0,0,0,48,66,0,0,111,0,0,94,75,17,0,126
w,>60,ja,Partnerschaft,ja,Montag,<10 Uhr,< 10 km,<1000,> 5,169,0,0,6,0,56,0,0,0,0,44,0,63,0,48,0
m,18-30,ja,Partnerschaft,ja,Montag,>17 Uhr,< 10 km,1000-<2000,0,282,0,0,33,12,0,0,0,0,0,0,236,0,0,0,1
m,18-30,ja,Partnerschaft,nein,Samstag,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,680,342,0,9,0,0,0,0,0,0,0,273,0,0,56,0
m,18-30,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,3200-<4500,0,268,0,7,0,60,48,279,0,174,0,0,0,36,0,0,0
m,18-30,nein,ledig,ja,Freitag,<10 Uhr,10 - 25 km,>4500,> 5,357,0,0,4,19,0,0,0,76,0,144,0,0,0,33,0
w,18-30,nein,Partnerschaft,ja,Samstag,<10 Uhr,< 10 km,1000-<2000,> 5,416,0,0,26,42,20,51,0,0,0,0,255,0,0,0,73
m,18-30,ja,ledig,ja,Samstag,10-12 Uhr,< 10 km,2000-<3200,0,304,0,18,0,43,64,12,170,399,0,0,0,0,0,0,28
m,41-50,nein,ledig,nein,Samstag,<10 Uhr,10 - 25 km,3200-<4500,> 5,253,0,0,0,0,0,0,0,0,81,0,21,96,0,0,55
m,51-60,nein,ledig,nein,Montag,10-12 Uhr,< 10 km,1000-<2000,0,275,0,8,0,93,0,240,0,282,68,126,0,0,0,0,48
w,>60,ja,ledig,ja,Donnerstag,10-12 Uhr,< 10 km,3200-<4500,1 bis 5,267,0,0,0,0,0,204,0,0,82,62,1,0,0,75,0
w,>60,ja,ledig,ja,Montag,>17 Uhr,10 - 25 km,>4500,> 5,298,0,8,0,0,68,0,0,0,90,0,200,0,0,0,0
w,18-30,ja,Partnerschaft,nein,Dienstag,10-12 Uhr,< 10 km,3200-<4500,1 bis 5,126,0,8,0,0,153,0,0,0,44,0,32,42,0,0,0
w,31-40,nein,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,545,0,8,20,0,0,0,0,0,0,0,471,0,0,0,0
m,>60,nein,ledig,nein,Samstag,<10 Uhr,< 10 km,2000-<3200,0,170,0,6,30,0,104,0,0,0,144,0,0,0,0,0,0
m,51-60,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,<1000,> 5,322,0,15,0,0,0,0,0,0,0,0,0,19,282,0,0
m,31-40,ja,Partnerschaft,ja,Dienstag,10-12 Uhr,10 - 25 km,2000-<3200,1 bis 5,597,378,0,54,50,0,55,0,0,0,78,0,0,0,40,0
m,41-50,ja,ledig,ja,Freitag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,249,0,0,0,0,0,0,0,0,147,66,0,0,0,54,0
m,18-30,nein,Partnerschaft,ja,Dienstag,12-14 Uhr,< 10 km,3200-<4500,> 5,671,0,6,3,144,63,166,0,142,116,0,344,48,0,0,0
m,>60,nein,Partnerschaft,nein,Donnerstag,>17 Uhr,10 - 25 km,>4500,1 bis 5,68,0,8,0,60,36,14,0,0,0,0,0,0,0,0,0
m,>60,nein,ledig,ja,Mittwoch,14-17 Uhr,< 10 km,1000-<2000,> 5,51,0,12,0,25,0,213,0,0,0,0,0,0,0,0,0
m,18-30,ja,ledig,ja,Dienstag,14-17 Uhr,10 - 25 km,>4500,0,588,0,2,9,29,74,219,0,47,0,0,0,105,0,0,378
w,31-40,nein,ledig,ja,Freitag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,462,0,6,10,0,43,0,0,0,48,0,210,0,0,0,174
w,>60,ja,ledig,nein,Montag,<10 Uhr,< 10 km,<1000,1 bis 5,591,0,12,8,0,90,162,0,0,30,0,336,0,0,0,51
m,41-50,ja,Partnerschaft,ja,Dienstag,>17 Uhr,< 10 km,1000-<2000,> 5,97,0,3,26,35,12,166,0,0,9,0,0,50,0,0,0
m,31-40,nein,ledig,ja,Dienstag,14-17 Uhr,< 10 km,<1000,> 5,686,0,12,0,0,0,0,0,0,68,126,204,84,0,40,206
m,>60,nein,Partnerschaft,nein,Montag,14-17 Uhr,10 - 25 km,3200-<4500,> 5,245,0,0,51,84,0,90,0,95,0,0,0,54,49,7,0
w,>60,ja,Partnerschaft,ja,Donnerstag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,391,140,7,33,0,32,0,0,0,0,0,0,0,0,0,228
m,18-30,ja,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,> 5,326,0,8,6,0,60,0,0,0,124,147,0,0,0,53,0
w,18-30,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,10 - 25 km,<1000,> 5,125,0,0,36,0,0,0,0,0,0,0,0,24,29,36,0
m,41-50,ja,Partnerschaft,ja,Samstag,10-12 Uhr,< 10 km,3200-<4500,> 5,225,171,16,20,20,30,0,0,90,0,0,0,0,0,0,0
m,18-30,nein,Partnerschaft,ja,Donnerstag,<10 Uhr,< 10 km,1000-<2000,0,651,0,18,33,129,16,0,0,12,55,0,122,33,0,0,246
m,31-40,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,>4500,> 5,192,0,0,4,66,0,60,0,58,208,122,0,0,0,4,0
m,>60,ja,ledig,ja,Montag,>17 Uhr,10 - 25 km,1000-<2000,> 5,595,0,6,12,0,0,0,0,0,0,0,201,40,0,0,348
m,31-40,nein,Partnerschaft,ja,Samstag,>17 Uhr,> 25 km,2000-<3200,1 bis 5,551,0,6,0,47,0,225,0,0,0,37,254,0,0,24,0
m,41-50,nein,ledig,ja,Donnerstag,14-17 Uhr,< 10 km,1000-<2000,> 5,80,0,4,26,0,42,0,0,0,120,76,0,0,0,20,0
w,51-60,nein,Partnerschaft,ja,Samstag,12-14 Uhr,10 - 25 km,<1000,0,888,0,3,24,0,90,0,0,0,153,27,327,0,0,39,402
m,31-40,nein,Partnerschaft,ja,Samstag,12-14 Uhr,10 - 25 km,2000-<3200,> 5,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
m,18-30,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,> 5,264,0,0,0,32,0,58,0,0,0,0,232,0,0,0,0
w,>60,ja,ledig,ja,Mittwoch,>17 Uhr,< 10 km,<1000,> 5,334,0,2,54,0,40,0,0,0,213,0,0,0,0,0,119
m,>60,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,> 5,209,0,12,8,43,82,90,0,0,78,0,60,0,0,0,0
w,>60,nein,Partnerschaft,ja,Donnerstag,<10 Uhr,10 - 25 km,2000-<3200,1 bis 5,136,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0
m,41-50,ja,Partnerschaft,ja,Freitag,10-12 Uhr,10 - 25 km,1000-<2000,> 5,119,0,0,0,0,36,0,0,0,0,0,0,0,0,0,83
m,31-40,nein,Partnerschaft,nein,Samstag,12-14 Uhr,< 10 km,3200-<4500,0,356,0,24,12,34,0,0,0,31,136,0,0,0,0,0,162
w,51-60,nein,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,2000-<3200,0,237,0,3,12,0,102,0,0,0,0,0,150,0,0,0,0
w,>60,ja,Partnerschaft,ja,Freitag,10-12 Uhr,< 10 km,<1000,> 5,412,76,12,24,0,57,0,0,0,0,0,0,0,0,0,324
m,18-30,nein,ledig,nein,Mittwoch,>17 Uhr,< 10 km,>4500,1 bis 5,731,0,0,6,126,0,69,0,52,70,75,0,0,0,13,242
m,>60,ja,ledig,ja,Donnerstag,10-12 Uhr,< 10 km,1000-<2000,> 5,317,0,15,57,0,0,0,0,228,0,18,0,0,0,0,0
m,51-60,nein,ledig,ja,Montag,10-12 Uhr,10 - 25 km,3200-<4500,0,242,0,0,51,0,0,0,0,0,195,65,0,0,0,0,84
m,31-40,nein,Partnerschaft,ja,Montag,>17 Uhr,< 10 km,<1000,1 bis 5,277,0,16,33,0,26,49,0,0,0,0,146,54,0,0,0
m,>60,ja,ledig,ja,Freitag,10-12 Uhr,< 10 km,3200-<4500,0,1070,0,7,0,0,0,0,0,220,0,90,216,0,0,17,224
m,18-30,ja,ledig,ja,Dienstag,12-14 Uhr,10 - 25 km,<1000,1 bis 5,917,0,4,0,62,0,300,0,315,172,0,115,0,0,0,546
m,31-40,ja,ledig,ja,Mittwoch,>17 Uhr,< 10 km,>4500,> 5,132,25,5,0,0,105,0,0,0,0,0,84,0,0,0,0
m,41-50,ja,Partnerschaft,ja,Freitag,<10 Uhr,< 10 km,1000-<2000,0,59,0,9,0,0,0,0,0,0,50,0,0,0,0,0,0
w,31-40,ja,Partnerschaft,ja,Freitag,<10 Uhr,10 - 25 km,>4500,0,1079,152,18,15,63,28,0,62,189,0,94,489,69,0,28,0
m,41-50,nein,Partnerschaft,ja,Freitag,14-17 Uhr,10 - 25 km,3200-<4500,> 5,449,0,0,0,48,0,8,0,0,84,84,0,57,0,87,84
m,51-60,nein,Partnerschaft,ja,Mittwoch,14-17 Uhr,< 10 km,1000-<2000,0,194,0,4,45,0,4,0,0,0,0,0,190,0,0,0,0
m,18-30,nein,Partnerschaft,ja,Donnerstag,12-14 Uhr,< 10 km,1000-<2000,1 bis 5,270,39,0,0,0,0,0,0,0,63,26,0,0,0,0,43
w,18-30,nein,ledig,nein,Samstag,10-12 Uhr,< 10 km,1000-<2000,> 5,98,0,0,0,66,0,0,0,0,0,32,0,0,0,25,0
w,>60,ja,Partnerschaft,ja,Freitag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,1039,252,0,0,0,0,0,22,0,184,0,157,28,0,24,372
m,51-60,ja,ledig,ja,Montag,10-12 Uhr,< 10 km,>4500,> 5,386,0,18,0,49,0,0,0,92,0,192,0,0,0,22,0
m,18-30,nein,ledig,nein,Freitag,<10 Uhr,< 10 km,2000-<3200,1 bis 5,241,0,0,0,0,0,0,105,0,0,0,0,0,0,0,136
w,51-60,ja,Partnerschaft,ja,Freitag,14-17 Uhr,< 10 km,1000-<2000,0,321,0,0,0,2,0,38,0,74,0,0,297,22,0,0,0
w,>60,nein,Partnerschaft,ja,Samstag,14-17 Uhr,< 10 km,3200-<4500,1 bis 5,83,0,0,0,0,0,0,0,0,81,0,0,2,0,0,0
m,31-40,nein,Partnerschaft,ja,Dienstag,10-12 Uhr,< 10 km,2000-<3200,> 5,535,0,0,28,40,66,0,0,294,126,58,0,7,336,60,0
m,>60,nein,Partnerschaft,ja,Donnerstag,10-12 Uhr,10 - 25 km,>4500,> 5,22,0,0,6,16,0,213,0,318,0,0,0,0,0,0,0
m,31-40,nein,ledig,ja,Dienstag,>17 Uhr,> 25 km,2000-<3200,1 bis 5,471,0,3,0,0,11,0,0,0,0,0,0,13,129,0,326
w,31-40,ja,Partnerschaft,ja,Montag,>17 Uhr,> 25 km,1000-<2000,1 bis 5,416,0,0,24,0,0,0,0,0,0,0,254,0,138,0,0
w,51-60,nein,ledig,ja,Dienstag,14-17 Uhr,< 10 km,>4500,> 5,224,0,0,15,0,0,0,0,0,21,204,0,5,0,93,0
m,31-40,nein,Partnerschaft,ja,Freitag,10-12 Uhr,< 10 km,1000-<2000,> 5,586,0,0,0,0,0,0,0,0,0,90,290,11,0,66,0
m,>60,nein,Partnerschaft,nein,Montag,10-12 Uhr,< 10 km,2000-<3200,1 bis 5,117,0,0,0,0,0,0,0,0,0,0,53,28,0,36,0
w,31-40,ja,ledig,ja,Samstag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,246,0,18,30,78,31,31,0,0,0,0,0,0,0,0,0
m,41-50,nein,Partnerschaft,ja,Montag,>17 Uhr,< 10 km,1000-<2000,> 5,615,312,6,4,22,0,92,0,130,80,35,96,0,0,57,0
w,18-30,nein,Partnerschaft,ja,Freitag,>17 Uhr,10 - 25 km,1000-<2000,> 5,3,0,3,42,0,19,0,0,0,0,0,0,0,0,0,0
m,>60,ja,Partnerschaft,ja,Montag,10-12 Uhr,< 10 km,<1000,> 5,447,47,9,11,28,105,0,0,57,0,0,0,42,0,0,321
m,41-50,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,<1000,> 5,227,0,6,0,0,24,0,0,0,165,0,0,56,0,0,0
m,18-30,nein,ledig,nein,Mittwoch,14-17 Uhr,< 10 km,2000-<3200,1 bis 5,171,156,15,24,0,0,0,0,0,0,0,0,0,0,0,0
m,31-40,nein,Partnerschaft,ja,Donnerstag,14-17 Uhr,< 10 km,<1000,> 5,734,0,8,12,174,3,249,0,129,0,0,228,14,0,88,210
m,18-30,ja,Partnerschaft,nein,Freitag,12-14 Uhr,10 - 25 km,1000-<2000,> 5,56,0,0,0,0,10,0,0,0,46,0,0,0,0,0,0
m,41-50,ja,ledig,nein,Donnerstag,12-14 Uhr,< 10 km,2000-<3200,1 bis 5,3,0,3,39,0,39,0,0,0,0,0,0,0,0,0,0
w,18-30,nein,Partnerschaft,nein,Donnerstag,14-17 Uhr,< 10 km,<1000,> 5,280,0,0,0,26,46,82,0,0,0,0,174,0,0,34,0
m,31-40,nein,Partnerschaft,nein,Samstag,14-17 Uhr,> 25 km,3200-<4500,1 bis 5,546,0,0,0,72,0,237,0,255,168,144,200,0,0,99,0
m,>60,nein,Partnerschaft,ja,Montag,>17 Uhr,< 10 km,2000-<3200,> 5,298,0,0,0,17,0,0,0,0,201,0,62,18,0,0,0
m,51-60,nein,ledig,ja,Freitag,10-12 Uhr,10 - 25 km,3200-<4500,1 bis 5,757,0,0,0,3,0,0,0,116,13,98,109,0,0,53,0
w,>60,ja,ledig,nein,Mittwoch,>17 Uhr,10 - 25 km,<1000,> 5,94,0,10,32,0,39,0,0,0,0,0,0,48,0,0,0
m,41-50,ja,ledig,ja,Donnerstag,<10 Uhr,< 10 km,3200-<4500,0,309,0,7,39,0,46,206,0,0,0,0,96,0,0,0,0
m,41-50,ja,ledig,ja,Samstag,12-14 Uhr,< 10 km,<1000,1 bis 5,167,0,4,0,57,45,56,0,0,0,0,92,0,0,0,0
w,31-40,ja,Partnerschaft,ja,Donnerstag,12-14 Uhr,< 10 km,3200-<4500,1 bis 5,479,0,0,0,106,0,0,0,234,99,26,0,0,0,0,183
m,41-50,ja,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,<1000,> 5,303,0,0,0,20,36,0,0,0,130,0,0,0,54,0,63
m,51-60,nein,Partnerschaft,ja,Dienstag,10-12 Uhr,10 - 25 km,2000-<3200,> 5,192,0,2,5,108,0,0,0,83,0,0,70,0,0,0,0
w,18-30,ja,ledig,nein,Freitag,12-14 Uhr,10 - 25 km,1000-<2000,0,321,0,0,0,0,0,0,0,0,47,0,232,0,0,0,42
m,41-50,ja,Partnerschaft,nein,Donnerstag,10-12 Uhr,10 - 25 km,1000-<2000,> 5,460,189,9,0,25,47,102,6,0,0,0,224,0,0,0,0
w,18-30,ja,ledig,ja,Samstag,12-14 Uhr,10 - 25 km,2000-<3200,> 5,386,0,0,0,0,0,0,0,0,38,0,348,0,0,0,0
m,41-50,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,1 bis 5,167,0,16,0,63,69,308,0,84,0,0,88,0,0,0,0
m,18-30,ja,Partnerschaft,nein,Samstag,<10 Uhr,> 25 km,3200-<4500,0,606,0,16,21,84,0,148,0,312,0,0,219,0,0,0,279
m,41-50,ja,ledig,ja,Montag,10-12 Uhr,< 10 km,2000-<3200,1 bis 5,358,0,12,6,43,90,52,0,170,0,0,0,123,152,0,0
w,18-30,nein,ledig,nein,Freitag,12-14 Uhr,< 10 km,3200-<4500,> 5,440,0,8,6,0,14,106,0,216,0,0,0,0,0,0,110
w,18-30,ja,ledig,ja,Dienstag,<10 Uhr,< 10 km,>4500,1 bis 5,654,0,0,0,105,0,94,0,266,47,222,0,0,0,0,162
w,41-50,ja,ledig,nein,Freitag,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,73,0,4,4,0,70,0,0,0,40,69,0,0,0,24,0
m,41-50,nein,ledig,ja,Freitag,10-12 Uhr,10 - 25 km,1000-<2000,1 bis 5,674,0,12,28,78,28,0,0,102,230,0,0,0,0,0,354
w,31-40,ja,ledig,ja,Samstag,<10 Uhr,< 10 km,1000-<2000,> 5,75,0,0,0,0,0,0,0,0,0,48,0,27,0,0,0
m,41-50,ja,Partnerschaft,ja,Samstag,<10 Uhr,< 10 km,2000-<3200,1 bis 5,105,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0
w,31-40,nein,ledig,ja,Samstag,10-12 Uhr,10 - 25 km,1000-<2000,> 5,308,0,0,10,0,0,0,0,0,0,216,0,0,0,22,82
m,31-40,nein,Partnerschaft,ja,Montag,10-12 Uhr,< 10 km,2000-<3200,1 bis 5,652,0,4,16,0,0,27,16,222,74,0,30,90,0,117,72
w,31-40,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,>4500,1 bis 5,280,0,4,30,0,0,0,0,0,0,0,0,0,0,66,210
m,>60,nein,Partnerschaft,ja,Freitag,14-17 Uhr,< 10 km,>4500,> 5,823,115,0,21,23,0,86,0,0,48,36,124,0,102,11,258
m,18-30,nein,ledig,nein,Samstag,10-12 Uhr,< 10 km,<1000,> 5,244,0,12,15,104,68,252,0,170,0,0,0,0,0,0,128
m,18-30,nein,ledig,ja,Dienstag,>17 Uhr,< 10 km,3200-<4500,> 5,222,0,7,34,168,47,168,0,0,0,0,0,33,0,0,0
m,41-50,ja,ledig,ja,Samstag,14-17 Uhr,< 10 km,1000-<2000,1 bis 5,198,0,9,3,0,34,0,0,0,96,78,0,0,0,42,0
m,18-30,nein,ledig,nein,Freitag,14-17 Uhr,> 25 km,>4500,1 bis 5,250,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0
m,31-40,ja,ledig,ja,Montag,<10 Uhr,< 10 km,1000-<2000,1 bis 5,278,0,0,30,156,0,53,40,236,0,0,52,0,0,0,0
m,>60,nein,ledig,ja,Samstag,10-12 Uhr,< 10 km,3200-<4500,0,393,0,3,18,0,20,0,0,0,0,0,132,0,0,105,146
w,18-30,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,> 5,650,0,21,0,0,52,0,0,0,69,0,306,16,0,0,238
m,41-50,ja,Partnerschaft,ja,Montag,>17 Uhr,10 - 25 km,1000-<2000,0,507,126,10,15,29,22,61,0,0,144,112,0,0,0,0,0
w,31-40,nein,ledig,ja,Freitag,<10 Uhr,< 10 km,1000-<2000,> 5,380,0,18,48,114,35,0,0,0,0,0,164,0,0,0,0
m,31-40,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,<1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m,41-50,ja,ledig,nein,Mittwoch,<10 Uhr,< 10 km,<1000,1 bis 5,108,0,3,26,42,19,135,0,264,63,0,0,0,0,0,0
w,18-30,ja,Partnerschaft,nein,Freitag,>17 Uhr,< 10 km,1000-<2000,0,494,40,4,38,42,90,207,0,67,0,0,0,0,0,0,81
m,>60,nein,Partnerschaft,ja,Samstag,12-14 Uhr,< 10 km,3200-<4500,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w,18-30,ja,ledig,ja,Dienstag,>17 Uhr,< 10 km,1000-<2000,> 5,125,0,4,18,67,105,0,0,0,0,0,0,54,0,0,0
m,31-40,ja,ledig,nein,Samstag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,609,0,0,36,40,0,56,0,0,95,92,102,63,0,30,220
m,18-30,ja,Partnerschaft,ja,Samstag,12-14 Uhr,< 10 km,<1000,> 5,473,0,9,0,76,60,78,0,184,0,0,0,114,0,0,250
w,31-40,nein,Partnerschaft,nein,Freitag,<10 Uhr,< 10 km,3200-<4500,> 5,293,0,7,0,0,66,0,0,0,0,0,0,0,0,0,286
w,>60,nein,Partnerschaft,ja,Freitag,10-12 Uhr,< 10 km,>4500,0,813,0,8,0,82,0,164,0,0,43,0,177,29,182,0,174
w,31-40,ja,Partnerschaft,ja,Freitag,14-17 Uhr,< 10 km,1000-<2000,> 5,628,96,0,0,0,0,120,0,22,0,0,231,0,0,0,159
w,41-50,ja,ledig,ja,Donnerstag,<10 Uhr,< 10 km,3200-<4500,1 bis 5,221,0,6,8,46,120,0,0,65,51,0,118,0,0,0,0
w,31-40,nein,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,3200-<4500,> 5,159,0,0,0,30,68,270,0,180,240,61,0,0,0,84,0
w,31-40,ja,ledig,nein,Montag,14-17 Uhr,< 10 km,2000-<3200,1 bis 5,454,0,0,0,0,0,0,0,0,0,0,96,44,0,0,314
m,31-40,nein,ledig,ja,Samstag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,101,0,0,22,0,0,0,0,0,41,38,41,0,0,48,0
w,18-30,nein,ledig,nein,Montag,12-14 Uhr,< 10 km,1000-<2000,0,544,212,0,0,105,0,172,0,69,62,38,0,0,0,16,189
w,51-60,nein,Partnerschaft,nein,Dienstag,14-17 Uhr,< 10 km,1000-<2000,> 5,485,0,3,24,0,75,57,0,0,104,99,108,0,0,129,0
m,51-60,nein,Partnerschaft,ja,Dienstag,10-12 Uhr,10 - 25 km,1000-<2000,0,283,0,0,0,10,0,36,0,0,158,0,0,51,0,0,64
w,18-30,nein,Partnerschaft,ja,Freitag,>17 Uhr,10 - 25 km,3200-<4500,0,191,0,0,0,0,0,0,0,0,0,15,0,0,0,23,176
